Review,Class
বিরক্তিকর। মনে হচ্ছে সময় নষ্ট করলাম পড়ে।,0
বইটি কেনার আগে খুব ভালো লেগেছিল। মনে হয়েছিল যে অনেক ভালো হবে। কিন্তু এখন মোটেও ভালো লাগছে না। কেমন যেন সস্তা মানের। ,0
"এত জঘন্য বই অনেকদিন পড়িনি। আনিসুল হকের লেখার ব্যাপারে বিশেষ উচ্ছ্বাসও ছিল না। বইয়ের নাম দেখেই বইয়ের ভেতরের বস্তুর মান সম্পর্কে কিছুটা আন্দাজ করেছিলাম। বইটা তার চেয়েও বেশি হতাশ করেছে। খুব ভালো কোনো উপন্যাস পড়ব এরকম আশা নিয়ে পড়তে শুরু করেছি এমনও নয়। মূল উদ্দেশ্য ছিল স্বৈরাচারবিরোধী আন্দোলন সম্পর্কে একটু জানাশোনা। সেই উদ্দেশ্যও একেবারে ব্যর্থ। যেটুকু জানলাম সেটুকু আগে থেকেই জানতাম বিচ্ছিন বিভিন্ন আর্টিকেল আর ব্লগ এর সৌজন্যে। স্বৈরাচার বিরোধী আন্দোলন নিয়ে আমার পড়াশোনা শোচনীয়ভাবে কম। তাছাড়াও সেই বিশেষ সময়কালে আমার নিজের বয়সও ঠিক বোঝার মতো হয়ে ওঠেনি। সুতরাং এই বিষয়ে আমার জানাশোনা শূন্যের কোঠায়। সামান্য তথ্যও আমার জানার পরিধিকে কিছুটা হলেও বিস্তৃত করবে এইটুকু আশা ছিল। সেই আশাবাদ একেবারেই কাজে লাগে নি। ইতিহাস জানার জন্য এই বই যদি কেউ পড়ার পরিকল্পনা করে থাকেন, আমি তাঁকে নিরুৎসাহিতই করব।",0
মূল কাহিনীর জন্য -  অনুবাদের জন্য -  অনুবাদের বানানের জন্য -  বানানের অবস্থা জঘন্য,0
অত্যন্ত বাজে অনুবাদ। পুরো গল্পের মজা নষ্ট। বইয়ের নাম দেখে কিনেছিলাম। অনুবাদকের নাম যাচাই করা উচিত ছিলো। গল্পের ল্যাজা মুড়ো বুঝার উপায় নেই। একাধারে নাটকের সংলাপের মত লাইন তো লাইন ট্রান্সলেট করা হয়েছে। ফলে আসলে যে গল্প কিসের এটা বুঝতে যথেষ্ট মাথা খাটাতে হয়। গল্পের ক্যারেক্টার গুলোর কোনো পরিচয় সুন্দর ভাবে তুলে ধরা হয়নি।,0
মাত্রাতিরিক্ত বাজে অনুবাদ ..............................।,0
"‘বিশ্বের সেরা রহস্য উপন্যাসঃ ৩ কাম ইজি গো ইজি’’ বইটি বিশ্বের সেরা রহস্য উপন্যাস সিরিজের তিন নম্বর বই । নালন্দা অনুবাদ সেল এর অনুবাদে এই সিরিজে এসেছে অসাধারন অসাধারন আন্তর্জাতিক মানের রহস্য উপন্যাস যা অত্যান্ত জনপ্রিয় হয়েছিল এবং পাঠক সমাজে আলোড়ন তুলেছিল । অসাধারন এ সিরিজের বইগুলো তে পাঠক পাবেন প্রতিটি উপন্যাসেই রোমাঞ্চকর অভিজ্ঞতা । রোমাঞ্চোপন্যাস এর পাঠক দের দেখে এই সিরিজ টি বের করেছে নালন্দা অনুবাদ সেল । বিশ্বের সেরা রহস্য উপন্যাস সিরিজের অসাধারন রোমাঞ্চকর এ বইটি অনুবাদ করে প্রথম প্রকাশিত হয় ২০১৭ সালে । বইটি প্রকাশিত হয় নালন্দা প্রকাশনী থেকে এবং এর প্রকাশক রেদওয়ানুর রহমান জুয়েল । বইটি সম্পাদনায় আছেন অস্ট্রিক আর্যু এবং প্রচ্ছদ ডিজাইন করেছেন জাহাঙ্গীর আলমর । আধুনিক ইংরেজি রহস্য সাহিত্যের জগতে জেমস হ্যাডলি চেজ একটি বিখ্যাত নাম । সে শুধু দেশেই নয় , ইংরেজী পড়া দেশে তার লেখালেখির সমকক্ষ জনপ্রিয় লেখক খুব বেশী চোখে পড়ে না । তার লেখা কাম ইজি গো ইজি উপন্যাসটি অনুবাদ করে প্রকাশিত হয়েছে এ বইটি তে । হেডলি চেজের কাহিনিগুলোতে সচরাচর কোন গোয়েন্দা নায়কের ডিটেকশনের ব্যাপার থাকে না । দীর্ঘকাল ধরে প্রধান রহস্যকাহিনীতে এদিকেই সব জোর টা দেওয়া হয়েছে । চেজ লক্ষভেদ করেছেন পাপীর মনের ভেতর ঢুকে তার কামনা বিবেক অনুশোচনার বিশ্লেষন করে । অসাধারন এ থ্রিলার বইটি পড়লে পাঠক অন্যরকম স্বাদ পাবেন রহস্যপোন্যাস এর । বইটি পড়ার সময়ে পাঠক তার গল্পটিতে ডুবে যেতে বাধ্য । অসাধারন এ রহস্যপোন্যাসটি যে কোন পাঠকেরই ভালো লাগবে ।",0
ওনার এই বইয়ের সবচেয়ে শক্তিশালী দিক হচ্ছে contextualization. প্রায় সব গল্পই মনে হয়েছে ছায়া অবলম্বনে লেখা। আর বেজি গল্পটিতে কয়েকটি অসঙ্গতি আছে। আর প্রথমদিকে গল্পটা অকারনে প্যাঁচানো মনে হয়েছে। সবের উপরে মিলিয়ে টেনেটুনে চলে আর কি। আমি হলে বইটা পুরান বইয়ের দোকান থেকে কিনতাম অথবা নতুন কিনে থাকলে সেখানে বেচে দিতাম অথবা ধার নিয়ে পড়তাম অথবা পিডিএফ পড়তাম।  অন্যদের কথা জানি না তবে আমি পয়সা খরচ করে এই বই কিনতাম না।,0
যারা বেসিক আলী কমিক্স সিরিজ এর ভক্ত। তাদের এই বই সফল ভাবে নিরাশ করবে। আমি বইটা পড়ে নিরাশ হয়েছি।,0
সবচেয়ে ফালতু বই।।।খালি খালি টাকা নষ্ট হল।।।science-fiction না লেখে এখানে প্রেম পিরিতের কথা লেখা।।।তাছাড়াউ অনেক আজেবাজে কথা লেখা,0
১০ পাতায় একটা গল্পকে টেনে টুনে ১৩৬ পাতার লম্বা একটা গল্পে পরিনত করা হয়েছে । ডিসগ্রেসফুল !,0
"বাজে সাইন্স ফিকশন, পুরা টাকাটাই নষ্ট...।",0
হতাশ হয়েছি। আশানুরূপ নয় বইটি।,0
বিরক্তিকর থ্রিলার,0
আমার কাছে ভাল লাগেনি বইটা।এমন না এখানে ভাল জিনিস তুলে দেওয়া নাই।আসলে লেখার ভাষা অথবা বিজ্ঞানের যে মাধুর্য থাকে সেটা কেন যেন নাই। অনেকটা স্কুল কলেজের বই এর মত হয়েছে,0
ভালো লাগে নাই,0
ফালতু বই। জঘন্য সব গল্প।,0
"ফালতু একটা বই। বই এর নামটা ""ভুতের বাচ্চা জাফর ইকবাল"" দিলে ভালো হতো।",0
জাফর ইকবালের বইয়ের মধ্যে সবচেয়ে ফালতু বই এটা।,0
"রেটিং ও নাম দেখে বইটি কিনেছিলাম, ভাবলাম বাংলাভাষায় এমন বইয়ের খুব প্রয়োজন ছিলো। পড়ার পরে মনটাই খারাপ হয়ে গেল। এটা একটা বই হলো..? এর চাইতে ইউটিউব এ সন্দিপ মাহেশরীর লাস্ট লাইফ চেনজিং সেমিনার হাজার গুনে ভালো।",0
খুবই কঠিন ভাষা।বুঝা যায় না।,0
খুবই কটিন ভাসা।বুঝা যায় না।,0
এটা শুধু একটা ছোট্টগল্প। কোন বিশেষত্ব নেই।,0
আমি উনার কয়েকটি বই কিনেছিলাম। বই গুলো পড়ে দেখি উপস্থাপনা অত্যন্ত খারাপ। বই পড়ার অযোগ্য।,0
"অসম্ভব ধোর্যশীল ব্যাক্তি, যে ভালো আর খারাপ বইয়ের পার্থক্য বোঝে না তার পক্ষে ছাড়া এই বই পড়তে পারা অসম্ভব।  অযথা ত্যানা পাকানো হয়েছে এই উপন্যাসে। এই কাহিনীর কোন আগাগোড়া নেই। মুক্তিযুদ্ধ তার রচনায় হয়ে উঠেছে ভিষন স্থুল। একজন প্রাপ্ত বয়স্ক লেখকের এত আবেগ কোথা থেকে আসে তা আমার জানা নেই। কাহিনীর নেই কোন ধারাবাহিকতা। এই বই নাকি মুড়ির মত বিক্রি হয়েছে। এই বই বিক্রি হয়েছে বিজ্ঞাপনে এবং প্রথম আলোর এই সব বিজ্ঞাপনের কারনেই । আনিসুল হকের এসব অখাদ্য লোকে এক হিসেবে বাধ্য হয়ে কিনছে, প্রথিবীর উৎকুষ্টতম বই হিসেবে। তিনি বড্ড ব্যবসায়িক লেখক অথবা কোন লেখকই নন।  জঘন্য, বিরক্তিকর, অসহ্যনিয়, পাঠের অযোগ্য।",0
"বইটার মূল বক্তব্য হিটলারের জীবনী সংক্রান্ত, তবে বইটা পড়ার সময় আমার কাছে অনুবাদকের অনুবাদটি অনেক কঠিন মনে হয়েছে। তাছাড়া কোথাও কোথাও ভূল বানান ও রয়েছে।",0
"করুন ,করুন, করুন- এটা করুন, ওটা করুন, আর করুন । বই টা ঘিরে এক রাশ হতাশাই প্রকাশ করলাম ।",0
এরকম ভিত্তিহীন কাল্পনিক গল্প শিশুদের না পড়াই ভালো।,0
"যথেষ্ট বিরক্তি নিয়ে পড়া শেষ করেছি। হুমায়ূন আহমেদের হঠাৎ কেন মিসির আলির বইতে ঢুকতে ইচ্ছে করেছে, জানি না। বইতে তার উপস্থিতি বিরক্তির মাত্রা অনেকাংশে বাড়িয়ে দিয়েছে।",0
নামকরণের সাথে উপন্যাসের কোন মিল নেই। গতানুগতিক তাঁর অন্য লেখাগুলোর মতোই। প্রাপ্তি বললে বলব মার্থার কাহিনীটুকু। এর বেশি কিছু নাহ।,0
"একেবারে দুর্বল অনুবাদ।কলকাতার বাংলা আর বাংলাদেশের বাংলা মিলে পুরো জগাখিচুড়ি! তার ভিতর বঙ্কিমের বাংলাও আছে!!প্রকাশনীগুলোর অনুবাদ ছাপানোর আগে অন্তত পড়া উচিত।। যিনি অনুবাদ করেছেন,তিনি যেহেতু পেরেছেন প্রকাশনী নিজেও একটু শ্রম সময় দিয়ে অনুবাদক থেকে আদায় করে নিতে পারতেন আরও সুন্দর অনুবাদ।।",0
ঠিক কি কারণে উপন্যাসটা ধরেছিলাম তা মনে করতে পারছি না। মনে পড়লে ভালো হত।( ব্যাটা কিংবা বেটি কারণকে) জব্বর একটা ধোলাই দিতাম। আচ্ছারকম শিক্ষা হল নিজের সময়ের অপচয় করার। কাহিনির কোনো বিশেষত্ব নেই। যা খুশি তাই লিখেছেন। এই কান ধরলুম। যথেষ্ট শিক্ষা হয়েছে। আর নয়। আছি গো মা বিপদে!,0
খুবি বিরক্ত লেগেছে।একই ঘটনা ঘুরায় প্যাচায়।,0
একটা বইয়ের পাতায় পাতায় এতো প্রেম থাকলে হজম করা একটু কঠিন । একটু না আসলে ভালোই কঠিন! বিশাল প্রেমময় বই অথবা বলা ভাল বিশাল প্যারাময় বই। :/,0
ফালতু বই। শুধু শুধু টাকা নষ্ট।,0
"একটু পড়ে দেখতে বলসিলো, একটু পড়লাম। তারপর হড়হড় করে বমি করে দিলাম। কেনার সাহস পাই নি। রিভিউতে আর নাই গেলাম। অনেকে রিভিউ দিছে। শুধু এইটুকু বলবো, দিনশেষে এদের রিভিউ দিয়ে থামানো যাবেনা। এরা কেয়ার করে নাকে কি বললো না বললো।",0
"এটা কোন বই? ছিঃ ধিকার জানায়। প্রশাসনের নজর দেয়া উচিৎ কোন বই ২১ শে বই মেলায় পাবলিশ হচ্ছে। সেটা কতটা মান সম্পূর্ণ। আর রকমারিরও উচিৎ ছিল, এমন বই তাদের ওয়েবসাইটে পাবলিশ না করা।",0
"প্রিয় রকমারি.কম, দয়া করে বইটি আপনাদের ওয়েবসাইট থেকে সরিয়ে ফেলুন। বড্ড বেমানান দেখাচ্ছে এই বাংলিশ বইটিকে।",0
পুরাই ফালতু বই। এমন ফালতু বই কিভাবে বই মেলায় গেলো মাথায় ধরতেছে না।,0
বাংলা ভাষাকে রীতিমত ধর্ষণ করা হয়েছে এই বইয়ে। কেনার কোনো প্রশ্ন আসে না। ব্যান করা উচিৎ এই বইকে।,0
"আফসোস, বাংলা ভাষায় 'জঘন্য' শব্দটির নীচে আর কোন শব্দ নেই।",0
মানে এক কথায় যার যা মনে হচ্ছে সে তা লিখে ছাপিয়ে দিচ্ছে।সমস্যা টা কি আমি বুঝতে পারছি না ,0
"বাংলা এবং ইংরেজি, মানে হলে বাংলিশ ভাষা কে, খুব দক্ষতার সহিত, হো** মারা হয়েছে এই বইটির দ্বারা। জয় হোক রাবা খানের। বাড়া খান",0
দয়া করে কোনো বাঙালি বইটি কিনবেন না। দেশকে ভালবাসলে ভাষাকে ভালবাসলে বইটিকে বর্জন করুন।,0
আবর্জনা,0
বইটা যে এত অশ্লীল আগে যানতাম না।,0
বুলশিট !,0
বাংলাদেশের সাহিত্যের জন্য এই বই টা একটা হুমমি,0
ফাউল একটা বই।,0
বাংলা ভাষাকে ব্যাঙ্গ করার জন্য এদেরকে বেত দিয়ে টস টস করে পিটানো উচিৎ।,0
এই টাইপ আবর্জনা যে রকমারিতে কিভাবে আসল সেটাই তো বুঝতে পারছি না। নাকি খালি টাকা দিলেই রকমারিতে বইয়ের বিজ্ঞাপন দেয়া যায়! রকমারির শর্ত গুলো পরিবর্তন করা উচিৎ যাতে এই টাইপ বই এই ওয়েবসাইটে এসে সাহিত্যের পরিবেশ দূষণ করতে না পারে।,0
আমার দেখা সবচেয়ে বাজে আর ফালতু বই এটা রকমারির উচিৎ হয়নি বইটি তাদের লিস্টে রাখার। আর এই বইটি বাংলা ভাষাকে বিকৃত করছে। মর্যাদাও নষ্ট করছে। কিছু টাকার লোভে কেন যে এদের প্রোমোট করা হয় বুঝতে পারি না। আর বাংলা একাডেমির খামখেয়ালি ভাব মোটেও গ্রহণ যোগ্য নয়।,0
খুব বাজে একটা বই ।এবং বইটি কে বাতিল করা হোক ।কারণ বইটি বাংলা ভাষাকে অপমানিত করছে,0
ইসলাম নিয়ে লিখা বইয়ের কভার এত বাজে কিভাবে হয়? আর উমার (র) হুকা টানতেন এ কথা কোথায় লিখা আছে?? ইসলামিক ইতিহাস নিয়ে কিছু লিখতে চাইলে অথবা ইসলামের মহান কোনো ব্যক্তিত্বদের টানার আগে অবশ্যই তাদের ব্যাপারে জেনে নিবেন,0
খুবই হাস্যকর... ধিক তারে শত ধিক!,0
অপরিশীলিত,0
"ল‌ইট্টা শুটকির সাথে ইঁদুর মারার বিষ‌ও যদি এই ব‌ইয়ের উপর দেওয়া হয়,বাংলা ভাষার বেইজ্জতি দেখে সবাই হাগু করে চলে যাবে।ওরাও এই ভাষার রক্তের দাম দিতে জানবে আর রকমারিতে এই 'বান্ধobhi' সর্বোচ্চ বিক্রিত ব‌ইয়ের তালিকায় জায়গা পায়।",0
"রাবা খান আপনাকে বলছি। আপনি যদি বই লিখতে চান, তাহলে লেখেন (যদিও সাধনা না করে,বই লেখা উচিৎ নাহ্)। কিন্তু আপনি কেন এমন একটা অসভ্য ভাষায় বইটি লিখতে গেলেন? সত্যিি কি আপনি বই লিখতে চেয়ে ছিলেন? নাকি ভাষাকে অপমান করতে চেয়ে ছিলেন। আপনাদের মত কিছু ফালতু মানুষ,যারা বই লেখা আর প্রকাশ করাকে নিছক খেলা মনে করেন। আপনাদের জন্য ভালো ভালো নতুন লেখকরা সুযোগ পাচ্ছে না। ধিক্কার জানাই আপনাকে আর আপনার মত মানুষদের।",0
বাংলা ভাষার মা বাপ করার জন্য বইয়ের উপরের প্রচ্ছেদটাই যথেষ্ট,0
অমর একুশে বইমেলা-২০১৯ এর সুনাম নস্ট করা জঘন্য বই এটি।,0
বাংলা সাহিত্যকে শেষ করার জন্য এইটাই যথেষ্ট,0
"পুরাই অখাদ্য। এক পেইজও পড়ার ধৈর্য হয় নাই। এত বাজে ইংরেজি জ্ঞান নিয়ে বই লিখতে গেলেন কেন, সহজ বাংলাতেও তো লিখা যেত।",0
লেখা তাল ধরে রাখা সম্ভব হয়নি। লেখিকা এখানে লেখার মানকে গুরুত্ব নাদিয়ে টাকা কামানোর দিকেই লক্ষ্য দিয়েছে বেশি। পৃষ্ঠা সংখ্যা বাড়ানোর জন্য পৃষ্ঠায় সম্পূর্ণ ভরে লিখেনি। প্রতি অনুচ্ছেদে পৃষ্ঠার মাঝথেকে লেখা হয়েছে। তবে অনেক জায়গায় উপমা আর বর্ননা ভালো লেগেছে ।,0
কী দিন আসলো! এইসব আজে বাজে বই ও বের হচ্ছে আবার বিক্রি ও হচ্ছে।,0
এই রাবা খান গোষ্ঠী তো ইস্ট ইন্ডিয়া কোম্পানি থেকে আসা লোকের মত কথা বলে ভাষার মান ইজ্জ্বত খাচ্ছে। এখন এই ধরণের লেখা বই এও দেখতে হবে? আমার তো ওর বই এর পেজ দেখে থাপ্রাই দাঁত ফেলে দিতে মন চাইছে। সব কিছু নিয়ে ফাইজলামি লাগাইছে।,0
"বাংলা ভাষা কত মধুর ভাষা সেটা মনে হয় আপনার জানা নেই। হয় ইংরেজীতে লিখুন, নয়তো বাংলায়। ভাষাকে বিকৃত করার অধিকার আপনাকে কেউ দেয় নি। সেলিব্রেটি হলেই কি সব অধিকার পেয়ে গেছেন???? সময় আছে শুধরান।",0
জিরো স্টার দেয়ার উপায় নেই। আফসোস!,0
এই বই পুরো প্রকাশনী জগতের কলঙ্ক।,0
"আমাদের দেশের সাহিত্য কে কবর দেওয়ার জন্য রাবা খান, সোলাইমান এদের মত বস্তা পচা বই অনেক।",0
"এর বই কিভাবে প্রকাশিত হয় এবং ক্রেতারা নিচ্ছে, আমি হতবাক। বই কিছু অংশ পড়ে দেখেই মেজাজটা বিগড়ে গেল।",0
বাংলা একাডেমীর উচিত এই বইয়ের লেখিকা ও প্রকাশনীর বিরুদ্ধে কঠোর ব্যবস্থা নেয়া যাতে অন্য কেউ ভবিষ্যতে ভাষার বিকৃতি করে বই বের না করে...,0
"পুস্তক পড়িয়া বোধ হইয়াছে লেখক প্রথম জীবনে বালতি গামছার ব্যবসা করিতেন, কিন্তু উদ্ভাবনি প্রতিভার অভাব হেতু আকর্ষণীয় বিজ্ঞাপন প্রস্তুত করিয়া ক্রেতাগণকে প্রভাবিত করিয়া পর্যাপ্ত বালতি গামছা বিক্রয় করিয়া লাভের মুখ দেখিতে পারিতেছিলেন না। এমতাবস্থায় বালতি গামছা লইয়া ক্ষণে ক্ষণে প্রেমিকার লাগিয়া হুহু করিয়া ক্রন্দন করিয়া বিছানা বালিশ না ভিজানোর কাহিনী ফাঁদিয়া লেখক মহাশয় ব্যবসা রক্ষার শেষ চাল চালিয়াছেন।",0
মেমসাহেব পড়তে যেয়ে বুঝেছিলাম আমি বিরাট ধৈর্যের অধিকারী। কোনো বই পড়তে কখনো এরকম কষ্ট হয় নাই... টাইম ওয়েস্ট!! এতটা জনপ্রিয় কেনো বুঝার জন্য শেষ করেছি। কিন্তু এখানেও ব্যর্থ। আমার পাঠ্য-জীবনে সম্ভবত এতটা লুতুপুতু প্রেমকাহিনী দুর্লভ!!,0
"চটি গল্প পুরোটাই, শেষটা একটু জাতের ছিল। যে একটা স্টার রেটিং হিসেবে দিয়েছি, ওটা শেষটুকুর জন্যই। অযথা সময় নষ্ট করার জন্য এই বইটা পড়ার থেকে ঢের ভালো বই আছে।",0
"শুরুটা ভালো ছিল। কিন্তু, বাকি অংশটুকু নীতিকথা, অলৌকিকতা ও অধারাবাহিক কাহিনীর ছড়াছড়ি ছাড়া আর কিছুই নয়।",0
"লে হালুয়া! এই বইয়ের সব চরিত্রই কেমনে এতো ভালো উচ্চাঙ্গ সঙ্গীত গাইতে পারে! সবারই কেন খালি উদাস উদাস সন্ন্যাসী ভাব! হরিশংকর বাদে মোটামুটি সব চরিত্রই বিভিন্ন সময়ে কম বেশি বিরক্তির উদ্রেক করে, কিন্তু সারাক্ষণই প্রচন্ড বিরক্তিকর চরিত্র হলো বইয়ের মূল চরিত্র। এত ভন্ড চরিত্র আর কখনো পড়েছি বলে মনে করতে পারতেসি না। হাতের কাছে পেলে ঠাস ঠাস করে কিছু চড় মারতে পারলে মনে হয় একটু ভালো লাগত!",0
"বইটা পড়েছিলাম লুকিয়ে লুকিয়ে। তখন ৬ষ্ঠ/৭ম শ্রেণীতে পড়ি। নিষদ্ধ জিনিষ ঘ্রান পেয়েই মূলত বইটা পড়া শুরু করি। ( নিশ্চই এটা কোনো ভালো কাজ ছিলো না।) বইটা সংগ্রহ করেছিলাম ""ছোট আন্টির"" কাছ থেকে ( এবং, অবশ্যই না জানিয়ে)।  বইটা একটুও ভালো লাগে নাই। হুমায়ুন আহমেদের যে বইগুলা পরবর্তীতে পড়া হইছে সেগুলোর মধ্যে এটাই নিকৃষ্ট।",0
"বইটা অনেক দিন ধরে বাসায় ছিলো। পড়া হয় নাই। আজকে পড়লাম। গল্প হিসেবে গুছায়ে উঠার আগেই শেষ। কাহিনীর টানাপোড়ন নেই একেবারে। দস্যু দলের মুখে ভাষার ব্যবহার জুতসই লাগলো না। খুব সম্ভবত বছরে একটা সায়েন্স ফিকশান লিখতে হবে সেই কারণেই লিখা। তবে গুডরিডসে এসে সবার ঝাঁঝালো রিভিউ একটু হতাশ হলাম। পরিসংখ্যানের হিসেবে এমন বাজে গল্প গুলোই পরবর্তীতে ভালো গল্পের ভিত্তি হিসেবে কাজ করে। একশটা বই লিখলে কিছু ভালো কিছু মন্দ হবেই। তবে এটা ঠিক, কোনো সায়েন্স ফিকশান না পড়ে প্রথমবার এই পড়লেও ভালো লাগতো না।",0
"কিছু বলার নাই, পড়ে হতাশ হয়েছি! পড়ার সময় মনে হয়েছে, লেখক শুধুমাত্র লেখাটি শেষ করার জন্যই ব্যস্ত ছিলেন। কাহিনীর গভীরতা ছিল না মোটেও। অথচ একটুখানি গুরুত্ব দিলেই, চরিত্রগুলো বিকশিত হতে পারতো।",0
"মোটামুটি অখাদ্য একটা সায়েন্স ফিকশন। আমি না হয় টিনেজ বয়স পার করে এসেছি, ১৪-১৫ বছরের ছেলেমেয়েদেরও কি এই বইটা ভালো লাগবে? আমার যথেষ্ট সন্দেহ আছে।",0
"যে বইগুলোর দাম পৃষ্ঠা সংখ্যার চেয়ে তুলনামূলক বেশী,সেগুলো বেশীরভাগ সময়ই যে চমৎকার অখাদ্য হয় হয়,-তার একটা প্রকৃষ্ট উদাহরণ 'নানু/দাদু-ভাইর' লেখা এই বইটা ।( কোনোদিন সুযোগপেলে এদের বিরুদ্ধে যে মামলা করুম,-এ ব্যপারে আমি শতভাগ নিশ্চিত ! >_< )",0
"বই টি শখ করে পড়তে বসেছিলাম ভালো বই ভেবে।  বইটির বেস্ট ডেসক্রিপশন সম্ভবত একজন রাজনৈতিক দলের নিবেদিত কর্মীর মনস্ক্রিয়ার পাডুলিপি (যদিও এই বইতে ইসলামী রাজনীতির কার্যকলাপ ই নির্দিষ্ট ভাবে তুলে ধরা হয়েছে)। শুধুমাত্র এই একটি মানদণ্ডেই বইটিকে ফুল মার্ক্স দেওয়া যায়। ইসলাম ধরম নিয়ে কিছু বিভ্রান্তিমূলক কথাবার্তা উল্লেখ রয়েছে। এর আগেও লেখক হুমায়ুন আজাদের চাছাছলা লেখা আমার পছন্দ হয়নি। ব্যক্তিগত ভাবে কোনো বই নিষেধের পক্ষপাতী নই, তবে অর্ধেক পড়ার পর আর অগ্রসর করার রুচি হয়নি।  সমগ্র বইটিতে কোনও চ্যাপ্টার নেই। উপন্যাস নয়, এক হিসেবে চটি হিসেবে চালিয়ে দেওয়া যায়। কোনো literary content এটাতে খুঁজলে পাওয়ার আশা বৃথা।  কোনো অতি সাধারণ লেখার পাঠক সংখ্যা বৃদ্ধি র উত্তম পন্থা নিষিদ্ধ ঘোষণা করা - ""পাক সার জমিন সাদ বাদ"" যেন এই উক্তির জলজ্যান্ত উদাহরণ।",0
"নোংরা এবং অর্থহীন। যারা এই বই নিয়ে মাতামাতি করে, বইয়ের মাথামুন্ডুহীন উপস্থাপনাকে কল্পনায় বিমূর্ত কোন শিল্প ভেবে নেয় হয়তো! ",0
খুব কষ্ট করে ২৫টা পৃষ্ঠা পড়লাম। আর পারলাম না। খুব ভাল উপন্যাসের ম্যাটেরিয়াল লেখক তার নিম্নমানের লেখনী দিয়ে নষ্ট করে ফেলেছেন। মনটা তিতা হয়ে গেল। এখন সিগারেট ধরিয়ে দিতে কোন সমঝদার বন্ধুর সাথে আড্ডা দিতে পারলে ভাল হত।,0
"ফ্ল্যাপে যদিও থ্রিলার লেখা ছিলো, তবে পড়তে গিয়ে একবারও টের পাই নি। বরং কিছু জায়গায় অপ্রয়োজনীয় প্যাঁচাল বিরক্তিই বাড়িয়েছে শুধু। কাহিনীর অসামঞ্জস্যতা পীড়াদায়ক। প্রায়ই মনে হয়েছে, কী সব ছাঁইপাশ লেখা! মাথা-মুন্ডু নাই!! আমার পড়া এই লেখকের এটাই প্রথম বই। বেশ নাম শুনে হাতে নিয়েছিলাম। পুরোপুরি হতাশ..",0
"মনে আছে বইটা শেষ করে মনে হয়েছিল, লেখক মোটেও উপন্যাসের পরিণতি সম্পর্কে কোন ছক না করেই এটা লিখেছেন। প্রচন্ড হতাশ হয়েছি।",0
"খুবই দূর্বল রচনা। লোকজনের প্রশংসা শুনে বইটি কিনে পড়েছি, খুবই হতাশ হলাম।  বেশ কিছু সমস্যার মধ্যে কয়েকটি উল্লেখ করি:  ১) পুরো বইটিই ভুল বানানে ভর্তি, পড়তে পড়তে বিরক্তি আসবে।  ২) প্রধান চরিত্রের যে ফ্ল্যাশব্যাকগুলো বইয়ের পৃষ্ঠাসংখ্যা বৃদ্ধি করেছে সেগুলোর কয়েকটি বাদে বেশিরভাগের সাথেই বইয়ের মূল গল্পের কোনো সংযোগ নেই; সেই অংশগুলো বই থেকে বাদ দিলেও মূল গল্পের কিছু আসবে যাবে না।  ৩) বিভিন্ন চরিত্রের পয়েন্ট অব ভিউ থেকে লেখা অংশগুলো চরিত্রের সাথে সামঞ্জস্যপূর্ণভাবে বর্ণিত হয়নি, যা মনোযোগী পাঠকের পাঠে বিরক্তি যোগাবে।  ৪) গল্পের মূল রহস্যটি প্রচণ্ড ক্লিশে; হাজার গল্পে বর্ণিত-চর্বিত 'অনন্ত জীবনের খোঁজে এবং তদসম্পর্কিত টানাহ্যাঁচড়া'র ওপর ভিত্তি করে লেখা। ৫) গল্পের বিভিন্ন অংশ অসামঞ্জস্যপূর্ণভাবে সাজানো হয়েছে।  ৬) প্রধান চরিত্রগুলো নির্মাণ করা হয়েছে খুবই দূর্বলভাবে; বিভিন্ন পরিস্থিতিতে এইসব চরিত্রের প্রতিক্রিয়াও আরোপিত মনে হয়েছে।",0
"প্লট অভিনব। আমি অন্তত ড্যান ব্রাউন বা আর কারো সাথে মিল পাইনি। কিন্তু স্টোরিটেলিং আর লেখার ধরণ একেবারে যা-তা, নবিশদের মত। অহেতুক অনেক জায়গায় টানা হয়েছে। পরের ২টা পড়া উচিত কিনা বুঝতে পারছি না।",0
না পড়লেই কোন ক্ষতি নাই। বরং মূল্যবান সময় বাঁচবে।,0
"এ ধরণের বইয়ে একটা ফাতরা ক্যারেক্টার থাকাই যথেষ্ট ছিল। সেখানে মৃন্ময়ীর দাদা, তার মা, মৃন্ময়ী নিজে, জহিরের বোন মিনা, তার স্বামী সবুজ/টিয়া, এতগুলো ফাতরা/আহ্লাদি ক্যারেক্টার না থাকাটাই ভাল হত। যারা আজ চিত্রার বিয়ে বইটি পড়েছেন, যারা একটু লক্ষ্য করলেই দেখবেন ওই বইয়ের প্লট খানিকটা ঘুরিয়ে ফিরিয়ে লেখা। সেই অসহায় মিথ্যাবাদী বোন, চুরির অভ্যাস, নির্দিষ্ট সময়ে কারও টেলিফোন ইত্যাদি। হুমায়ূন আহমেদ আমার অন্যতম প্রিয় লেখক। তার বইতে সচরাচর আমি এক তারা দেই না। এই বইতে দিতে বাধ্য হলাম।",0
সস্তা র-ম্য-উ-প-ন্যা-স !,0
